repo,title,created_at,closed_at
elastic/elasticsearch,[CI] TimeSeriesDataStreamsIT class failing,2025-03-27 08:05:51+00:00,2025-03-31 10:17:14+00:00
elastic/elasticsearch,BulkIndexError,2025-03-27 07:57:50+00:00,2025-03-27 08:00:43+00:00
elastic/elasticsearch,[CI] MlWithSecurityIT test {yaml=ml/trained_model_cat_apis/Test cat trained models} failing,2025-03-27 07:24:23+00:00,
elastic/elasticsearch,request for a command line parser processor,2025-03-27 03:14:42+00:00,
elastic/elasticsearch,[CI] ThreadPoolMergeSchedulerStressTestIT testMergingFallsBehindAndThenCatchesUp failing,2025-03-27 00:34:11+00:00,2025-04-02 13:07:20+00:00
elastic/elasticsearch,Elasticsearch 8.17.0 WARN related to ANTLR,2025-03-26 23:59:23+00:00,
elastic/elasticsearch,[CI] SpatialExtentAggregationNoLicenseIT testStExtentAggregationWithPoints failing,2025-03-26 22:21:39+00:00,2025-04-03 11:07:40+00:00
elastic/elasticsearch,[CI] SpatialExtentAggregationNoLicenseIT testStExtentAggregationWithShapes failing,2025-03-26 22:21:33+00:00,2025-03-27 19:18:03+00:00
elastic/elasticsearch,[CI] ReindexDataStreamTransportActionIT testAlreadyUpToDateDataStream failing,2025-03-26 21:32:12+00:00,2025-04-02 14:34:45+00:00
elastic/elasticsearch,ConstructingObjectParser does not handle a mix of null and optional fields,2025-03-26 21:10:38+00:00,
elastic/elasticsearch,NPE on mapping merge for dense_vector field,2025-03-26 19:01:16+00:00,2025-03-26 21:47:22+00:00
elastic/elasticsearch,[CI] MixedClusterClientYamlTestSuiteIT test {p0=cat.allocation/10_basic/Node forecasts} failing,2025-03-26 18:41:38+00:00,2025-04-01 10:25:15+00:00
elastic/elasticsearch,Incorrect results of ES|QL query for `point` field nested in object,2025-03-26 18:27:35+00:00,
elastic/elasticsearch,Incorrect index mode in Get Data Streams API,2025-03-26 16:03:27+00:00,
elastic/elasticsearch,[CI] SearchableSnapshotActionIT testSearchableSnapshotsInHotPhasePinnedToHotNodes failing,2025-03-26 16:01:50+00:00,2025-04-10 14:35:35+00:00
elastic/elasticsearch,Add low-level statistics about the memory requirements and usage of vectors in the system,2025-03-26 15:52:50+00:00,
elastic/elasticsearch,[CI] DockerTests test010Install failing,2025-03-26 15:47:54+00:00,
elastic/elasticsearch,[CI] GCSRepositoryAnalysisRestIT testRepositoryAnalysis failing,2025-03-26 13:48:15+00:00,2025-04-02 02:22:28+00:00
elastic/elasticsearch,Match operator language evolution,2025-03-26 13:32:08+00:00,
elastic/elasticsearch,[ML] Add AD Advanced Concepts documents on using DST calendars,2025-03-26 13:29:57+00:00,
elastic/elasticsearch,ESQL: Query Monitoring meta issue,2025-03-26 13:19:10+00:00,
elastic/elasticsearch,[CI] ClientYamlTestSuiteIT test {yaml=cat.allocation/10_basic/Node forecasts} failing,2025-03-26 13:13:56+00:00,2025-04-01 10:25:16+00:00
elastic/elasticsearch,Optimise memory usage for vector search,2025-03-26 11:44:34+00:00,
elastic/elasticsearch,Synonyms API - Add invalid synonyms information,2025-03-26 08:38:57+00:00,
elastic/elasticsearch,Put-shutdown `allocation_delay` parameter default is not documented,2025-03-26 08:00:20+00:00,
elastic/elasticsearch,[CI] MlWithSecurityIT test {yaml=ml/data_frame_analytics_cat_apis/Test cat data frame analytics single job with header} failing,2025-03-26 07:38:50+00:00,
elastic/elasticsearch,[CI] MlWithSecurityIT test {yaml=ml/data_frame_analytics_cat_apis/Test cat data frame analytics all jobs with header and column selection} failing,2025-03-26 07:22:22+00:00,
elastic/elasticsearch,[CI] ThreadPoolMergeSchedulerTests testMergeSourceWithFollowUpMergesRunSequentially failing,2025-03-26 05:58:43+00:00,2025-04-02 14:13:47+00:00
elastic/elasticsearch,[CI] VerifyVersionConstantsIT testLuceneVersionConstant failing,2025-03-26 04:57:34+00:00,
elastic/elasticsearch,Highlight of SourceConfirmedTextQuery can throw NPE,2025-03-26 01:39:26+00:00,
elastic/elasticsearch,Bound task runtimes on the search threadpool?,2025-03-26 00:44:19+00:00,
elastic/elasticsearch,Cancellation check in CancellableBulkScorer might be too insensitive in some situations,2025-03-26 00:09:02+00:00,
elastic/elasticsearch,[CI] SystemIndicesUpgradeIT class failing,2025-03-25 21:44:31+00:00,
elastic/elasticsearch,[TSDS] Reindexing seems to ignore routing_path derived from mappings,2025-03-25 18:44:17+00:00,
elastic/elasticsearch,Synonyms API: Index gets red status when synonyms set does not exist,2025-03-25 17:26:21+00:00,2025-03-27 16:04:22+00:00
elastic/elasticsearch,[CI] ModelRegistryMetadataTests testAlreadyUpgraded failing,2025-03-25 14:17:53+00:00,2025-03-28 11:40:55+00:00
elastic/elasticsearch,Specify API for capabilities filter using API name rather than method/path,2025-03-25 12:45:26+00:00,
elastic/elasticsearch,ESQL: Skip LOOKUP JOIN when join key is missing from index,2025-03-25 10:51:24+00:00,
elastic/elasticsearch,ESQL: Enable plan consistency checker for local logical plans,2025-03-25 10:40:57+00:00,
elastic/elasticsearch,System data streams issue after upgrading to 9.0 with feature migration API,2025-03-25 08:02:10+00:00,2025-03-26 12:18:30+00:00
elastic/elasticsearch,[CI] IndicesPermissionTests testAuthorizeDataStreamFailureIndices failing,2025-03-25 06:17:45+00:00,2025-03-27 14:18:30+00:00
elastic/elasticsearch,[CI] ModelRegistryMetadataTests testUpgrade failing,2025-03-25 06:06:04+00:00,2025-03-31 09:44:37+00:00
elastic/elasticsearch,[CI] ModelRegistryUpgradeIT testUpgradeModels {upgradedNodes=2} failing,2025-03-25 05:46:58+00:00,
elastic/elasticsearch,[CI] HuggingFaceServiceUpgradeIT testHFEmbeddings {upgradedNodes=2} failing,2025-03-25 05:38:51+00:00,
elastic/elasticsearch,[CI] HuggingFaceServiceUpgradeIT testElser {upgradedNodes=2} failing,2025-03-25 05:38:47+00:00,
elastic/elasticsearch,[CI] ModelRegistryUpgradeIT testUpgradeModels {upgradedNodes=0} failing,2025-03-25 05:38:18+00:00,
elastic/elasticsearch,[CI] HuggingFaceServiceUpgradeIT testElser {upgradedNodes=3} failing,2025-03-24 22:39:48+00:00,
elastic/elasticsearch,[CI] HuggingFaceServiceUpgradeIT testHFEmbeddings {upgradedNodes=3} failing,2025-03-24 22:39:43+00:00,
elastic/elasticsearch,[CI] StatementParserTests testInvalidJoinPatterns failing,2025-03-24 21:38:54+00:00,2025-03-27 16:37:34+00:00
elastic/elasticsearch,[CI] ModelRegistryUpgradeIT testUpgradeModels {upgradedNodes=3} failing,2025-03-24 21:34:36+00:00,
elastic/elasticsearch,[CI] LegacyYamlRestTestPluginFuncTest module projects are wired into test cluster setup failing,2025-03-24 21:16:19+00:00,2025-03-31 18:30:50+00:00
elastic/elasticsearch,[CI] LegacyYamlRestTestPluginFuncTest plugin projects are wired into test cluster setup failing,2025-03-24 21:16:15+00:00,2025-03-31 19:38:51+00:00
elastic/elasticsearch,[CI] LegacyYamlRestTestPluginFuncTest yamlRestTest executes and copies api and tests to correct source set failing,2025-03-24 21:16:11+00:00,2025-03-31 19:38:54+00:00
elastic/elasticsearch,[CI] LegacyYamlRestTestPluginFuncTest yamlRestTest does nothing when there are no tests failing,2025-03-24 21:16:07+00:00,2025-03-31 19:38:57+00:00
elastic/elasticsearch,[CI] ModelRegistryMetadataTests.testAlreadyUpgraded,2025-03-24 16:44:21+00:00,2025-03-28 11:40:56+00:00
elastic/elasticsearch,Cannot migrate a semantic text index from 8.18 to 9.0,2025-03-24 16:42:42+00:00,2025-03-24 16:43:56+00:00
elastic/elasticsearch,Errors when running Elasticsearch with inline scripts disabled because of shipped default ingest pipeline templates,2025-03-24 16:00:25+00:00,
elastic/elasticsearch,Missing mappings in monitoring-logstash-mb template,2025-03-24 14:11:41+00:00,
elastic/elasticsearch,[ES|QL] Provide a way for combining results of multiple queries,2025-03-24 12:42:42+00:00,
elastic/elasticsearch,[Field_caps] field_caps request don't return fields for indices with readonly_state when include_empty_fields=false,2025-03-24 11:30:12+00:00,2025-03-26 17:54:24+00:00
elastic/elasticsearch,ES|QL - Allow full text functions to be used in EVAL,2025-03-24 11:19:31+00:00,
elastic/elasticsearch,ES|QL - Allow full text functions to be used in STATS ... WHERE,2025-03-24 11:14:46+00:00,
elastic/elasticsearch,[CI] DateTimeToCharProcessorTests test {tochar-generated.csv:70 TZH @ FMTZHTH} failing,2025-03-24 05:04:46+00:00,2025-03-25 07:56:13+00:00
elastic/elasticsearch,[CI] DateTimeToCharProcessorTests test {tochar-generated.csv:76 mi @ FMmiTH} failing,2025-03-24 05:04:41+00:00,2025-03-25 07:56:05+00:00
elastic/elasticsearch,[ES|QL] `TO_IP` Doesn't properly handle 0 padded IPv4 Addresses,2025-03-22 23:10:37+00:00,2025-04-11 17:45:16+00:00
elastic/elasticsearch,[ES|QL] DATE_DIFF Integer Overflow returns nothing,2025-03-22 15:31:41+00:00,
elastic/elasticsearch,[ES|QL] Provide a better way to get the current DSL queries within ESQL expressions,2025-03-22 14:26:34+00:00,
elastic/elasticsearch,Deprecation logger rejects new entries after upgrade to 9.0 unless deprecation log data stream is rolled over,2025-03-21 21:28:12+00:00,2025-03-25 21:16:50+00:00
elastic/elasticsearch,[ES|QL] comparison between date-like params and date_nanos fields is failing,2025-03-21 19:30:40+00:00,2025-03-24 22:23:41+00:00
elastic/elasticsearch,ESQL: high count fields sorting removal,2025-03-21 15:40:18+00:00,
elastic/elasticsearch,Fork-and-forget processor,2025-03-21 11:40:57+00:00,
elastic/elasticsearch,Support sparse bit vector,2025-03-21 11:30:50+00:00,2025-04-01 14:16:27+00:00
elastic/elasticsearch,[ML] Support binary embeddings from Amazon Bedrock,2025-03-21 10:48:56+00:00,
elastic/elasticsearch,How to use ElasticLowLevelClient feature in ES8.0,2025-03-21 09:26:08+00:00,2025-03-21 09:28:06+00:00
elastic/elasticsearch,Consider preventing repo location update when it is used by searchable snapshots,2025-03-21 00:55:01+00:00,
elastic/elasticsearch,Arithmetic exception when sort by date field,2025-03-20 15:33:31+00:00,
elastic/elasticsearch,[CI] NativeArrayIntegrationTestCase testSynthesizeArrayRandomIgnoresMalformed failing,2025-03-20 14:57:03+00:00,2025-03-20 22:31:40+00:00
elastic/elasticsearch,[CI] ApiKeyBackwardsCompatibilityIT testCreatingAndUpdatingApiKeys failing,2025-03-20 13:28:26+00:00,2025-03-20 14:52:57+00:00
elastic/elasticsearch,testProcessMultipleChunks failing on main,2025-03-20 12:56:30+00:00,2025-03-24 10:37:35+00:00
elastic/elasticsearch,Improve logging in `PublishResponseHandler#onFailure`,2025-03-20 10:37:25+00:00,
elastic/elasticsearch,Improve reporting of unexpected network disconnects,2025-03-20 09:26:22+00:00,
elastic/elasticsearch,[CI] EntitlementsDeniedNonModularIT testAction {actionName=socket_channel_connect} failing,2025-03-19 22:06:52+00:00,2025-03-21 15:58:30+00:00
elastic/elasticsearch,[CI] EntitlementsDeniedNonModularIT testAction {actionName=socket_channel_bind} failing,2025-03-19 22:06:47+00:00,2025-03-21 15:58:30+00:00
elastic/elasticsearch,[CI] EntitlementsDeniedIT testAction {actionName=socket_channel_connect} failing,2025-03-19 22:06:42+00:00,2025-03-21 15:58:29+00:00
elastic/elasticsearch,[CI] EntitlementsDeniedIT testAction {actionName=socket_channel_bind} failing,2025-03-19 22:06:38+00:00,2025-03-21 15:58:29+00:00
elastic/elasticsearch,[CI] EntitlementsDeniedIT testAction {actionName=proxySelector_setDefault} failing,2025-03-19 22:06:33+00:00,2025-03-21 15:58:29+00:00
elastic/elasticsearch,Exercise `FieldExtractPreference.EXTRACT_SPATIAL_BOUNDS` in ES|QL block loader tests,2025-03-19 21:33:29+00:00,
elastic/elasticsearch,[CI] LegacyYamlRestTestPluginFuncTest yamlRestTest executes and copies api and tests to correct source set failing,2025-03-19 21:13:42+00:00,2025-03-23 19:18:47+00:00
elastic/elasticsearch,[CI] LegacyYamlRestTestPluginFuncTest module projects are wired into test cluster setup failing,2025-03-19 21:13:37+00:00,2025-03-23 19:19:40+00:00
elastic/elasticsearch,[CI] LegacyYamlRestTestPluginFuncTest yamlRestTest does nothing when there are no tests failing,2025-03-19 21:13:32+00:00,2025-03-23 19:28:41+00:00
elastic/elasticsearch,[CI] LegacyYamlRestTestPluginFuncTest plugin projects are wired into test cluster setup failing,2025-03-19 21:13:27+00:00,2025-03-23 19:27:41+00:00
elastic/elasticsearch,Add ability to update index types to `bbq` index types,2025-03-19 19:41:56+00:00,
elastic/elasticsearch,[ML] Add recursive chunking strategy with Markdown splitters,2025-03-19 17:56:56+00:00,
elastic/elasticsearch,[CI] GeoIpReindexedIT class failing,2025-03-19 17:33:17+00:00,
elastic/elasticsearch,[CI] ThreadPoolMergeSchedulerTests testSchedulerCloseWaitsForRunningMerge failing,2025-03-19 16:34:46+00:00,
elastic/elasticsearch,ES|QL: Allow CONCAT to automatically convert value types to string,2025-03-19 16:32:10+00:00,
elastic/elasticsearch,[CI] ScoringIT class failing,2025-03-19 14:13:51+00:00,2025-03-20 08:50:45+00:00
elastic/elasticsearch,[CI] ILMHistoryItemTests testTruncateLongError failing,2025-03-19 13:15:56+00:00,2025-03-27 22:55:52+00:00
elastic/elasticsearch,[CI] EsqlSpecIT class failing,2025-03-18 21:53:30+00:00,
elastic/elasticsearch,[CI] SystemIndicesUpgradeIT testUpgradeSystemIndexAndDataStream failing,2025-03-18 21:26:37+00:00,
elastic/elasticsearch,[CI] UpgradeClusterClientYamlTestSuiteIT class failing,2025-03-18 21:26:32+00:00,2025-03-24 22:28:53+00:00
elastic/elasticsearch,[CI] Ec2DiscoveryTests testFilterByMultipleTags failing,2025-03-18 21:23:24+00:00,2025-03-19 15:49:57+00:00
elastic/elasticsearch,[ES|QL] Duration Format/Convert Function,2025-03-18 20:30:52+00:00,
elastic/elasticsearch,Default `bbq` vector indices to oversample,2025-03-18 19:48:14+00:00,
elastic/elasticsearch,Add ability to bypass default vector oversampling and rescoring,2025-03-18 19:46:28+00:00,2025-03-26 19:56:52+00:00
elastic/elasticsearch,Downsampling fails if source index contains fields of type passthrough,2025-03-18 19:42:53+00:00,
elastic/elasticsearch,Watcher actions should allow the use of defined connectors,2025-03-18 19:00:59+00:00,
elastic/elasticsearch,[CI] ScalingThreadPoolTests testScalingThreadPoolConfiguration failing,2025-03-18 18:00:07+00:00,2025-03-20 20:03:45+00:00
elastic/elasticsearch,[CI] ShapeGeometryFieldMapperTests testCartesianBoundsBlockLoader failing,2025-03-18 16:38:33+00:00,
elastic/elasticsearch,[CI] Ec2DiscoveryTests testFilterByTags failing,2025-03-18 12:31:05+00:00,2025-03-19 15:49:56+00:00
elastic/elasticsearch,[CI] DataStreamAndIndexLifecycleMixingTests testGetDataStreamResponse failing,2025-03-18 10:36:18+00:00,2025-03-26 11:51:21+00:00
elastic/elasticsearch,Add validation of field name length,2025-03-18 08:33:53+00:00,2025-03-18 11:17:35+00:00
elastic/elasticsearch,[CI] AzureOpenAiEmbeddingsRequestTests testCreateRequest_WithEntraIdDefined failing,2025-03-17 22:23:21+00:00,2025-03-19 14:06:36+00:00
elastic/elasticsearch,[CI] JinaAIEmbeddingsRequestTests testCreateRequest_TaskSettingsInputType failing,2025-03-17 22:22:49+00:00,2025-03-19 13:02:31+00:00
elastic/elasticsearch,[CI] AzureOpenAiEmbeddingsActionTests testExecute_ReturnsSuccessfulResponse failing,2025-03-17 21:23:45+00:00,2025-03-19 13:02:42+00:00
elastic/elasticsearch,"ES|QL: MV_SLICE ""start offset is greater than end offset"" when using -1",2025-03-17 16:22:52+00:00,
elastic/elasticsearch,Explore GPU accelerated vector search with cuVS,2025-03-17 12:51:45+00:00,
elastic/elasticsearch,ES|QL: Add support for match_phrase,2025-03-17 12:12:11+00:00,
elastic/elasticsearch,[CI] MixedClusterClientYamlTestSuiteIT test {p0=search/610_function_score/Random} failing,2025-03-17 11:03:20+00:00,2025-03-20 13:16:05+00:00
elastic/elasticsearch,[CI] DataStreamLifecycleServiceIT testLifecycleAppliedToFailureStore failing,2025-03-17 08:30:18+00:00,2025-03-24 15:43:12+00:00
elastic/elasticsearch,[CI] DockerTests test011SecurityEnabledStatus failing,2025-03-17 06:53:44+00:00,
elastic/elasticsearch,[CI] TimeSeriesDataStreamsIT testRolloverAction failing,2025-03-17 05:21:57+00:00,2025-03-26 10:34:12+00:00
elastic/elasticsearch,[CI] ShardBulkInferenceActionFilterTests testHandleEmptyInput {p0=true} failing,2025-03-17 05:03:03+00:00,2025-03-17 12:31:43+00:00
elastic/elasticsearch,[CI] ShardBulkInferenceActionFilterTests testHandleEmptyInput {p0=false} failing,2025-03-17 05:02:58+00:00,2025-03-17 12:31:42+00:00
elastic/elasticsearch,[CI] DataStreamLifecycleServiceRuntimeSecurityIT testRolloverLifecycleAndForceMergeAuthorized failing,2025-03-16 22:36:14+00:00,2025-04-01 13:57:38+00:00
elastic/elasticsearch,[CI] CrossClusterAsyncQueryStopIT testStopQuery failing,2025-03-16 22:30:03+00:00,2025-04-01 16:58:22+00:00
elastic/elasticsearch,[CI] CrossClusterAsyncQueryStopIT testStopQueryLocalNoRemotes failing,2025-03-16 05:49:17+00:00,2025-04-01 16:59:34+00:00
elastic/elasticsearch,[CI] BootstrapCheckTests test10Install failing,2025-03-15 23:11:15+00:00,
elastic/elasticsearch,[CI] BootstrapCheckTests test10Install failing,2025-03-15 23:11:11+00:00,
elastic/elasticsearch,[CI] ShardBulkInferenceActionFilterTests testInferenceNotFound {p0=true} failing,2025-03-15 22:19:33+00:00,2025-03-17 12:31:43+00:00
elastic/elasticsearch,[CI] ShardBulkInferenceActionFilterTests testInferenceNotFound {p0=false} failing,2025-03-15 22:19:28+00:00,2025-03-17 12:31:44+00:00
elastic/elasticsearch,[CI] PropagateInlineEvalsTests testGroupingAliasingMoved_To_LeftSideOfJoin_WithExpression failing,2025-03-15 22:13:30+00:00,2025-03-17 11:04:50+00:00
elastic/elasticsearch,[CI] PropagateInlineEvalsTests testGroupingAliasingMoved_To_LeftSideOfJoin failing,2025-03-15 22:13:26+00:00,2025-03-17 11:05:25+00:00
elastic/elasticsearch,[CI] EsqlSpecIT test {lookup-join.MvJoinKeyFromRow SYNC} failing,2025-03-15 21:43:02+00:00,2025-03-20 12:45:20+00:00
elastic/elasticsearch,[CI] DataStreamLifecycleServiceIT testErrorRecordingOnRetention failing,2025-03-15 21:29:38+00:00,2025-03-24 15:43:11+00:00
elastic/elasticsearch,Request cache is sensitive to the runtime mapping order,2025-03-15 13:37:05+00:00,
elastic/elasticsearch,[CI] BootstrapCheckTests test20RunWithBootstrapChecks failing,2025-03-15 07:15:20+00:00,
elastic/elasticsearch,[CI] SystemResourceSnapshotIT class failing,2025-03-14 19:58:14+00:00,2025-03-31 18:11:24+00:00
elastic/elasticsearch,ESQL: FieldExtractorIT failing release tests,2025-03-14 17:41:34+00:00,2025-03-17 09:47:17+00:00
elastic/elasticsearch,[CI] ShardBulkInferenceActionFilterTests testExplicitNull {p0=true} failing,2025-03-14 14:55:34+00:00,2025-03-17 17:04:50+00:00
elastic/elasticsearch,[CI] ShardBulkInferenceActionFilterTests testExplicitNull {p0=false} failing,2025-03-14 14:55:26+00:00,2025-03-17 17:04:59+00:00
elastic/elasticsearch,ES|QL COUNT_DISTINCT does not support spatial types,2025-03-14 14:25:21+00:00,
elastic/elasticsearch,[CI] DataStreamAndIndexLifecycleMixingTests testIndexTemplateSwapsILMForDataStreamLifecycle failing,2025-03-14 14:22:57+00:00,2025-03-26 11:51:21+00:00
elastic/elasticsearch,[CI] ExplainDataStreamLifecycleIT testSystemExplainLifecycle failing,2025-03-14 13:36:47+00:00,2025-03-26 10:33:35+00:00
elastic/elasticsearch,[CI] ExplainDataStreamLifecycleIT testExplainLifecycle failing,2025-03-14 13:27:01+00:00,2025-03-26 10:33:34+00:00
elastic/elasticsearch,[AwsS3Snap] path is not accessible on master node,2025-03-14 12:27:52+00:00,2025-03-14 18:17:38+00:00
elastic/elasticsearch,Extend reproduction for starvation bug of scaling EsExecutors to work if max pool size > 1,2025-03-14 11:16:54+00:00,
elastic/elasticsearch,[CI] DataStreamAndIndexLifecycleMixingTests testUpdateIndexTemplateFromILMtoBothILMAndDataStreamLifecycle failing,2025-03-14 06:34:33+00:00,2025-03-26 11:51:21+00:00
elastic/elasticsearch,[CI] DataStreamAndIndexLifecycleMixingTests testUpdateIndexTemplateToMigrateFromDataStreamLifecycleToIlm failing,2025-03-14 06:20:25+00:00,2025-03-26 11:51:20+00:00
elastic/elasticsearch,[CI] MixedClusterClientYamlTestSuiteIT test {p0=search.vectors/41_knn_search_bbq_hnsw/Test knn search} failing,2025-03-14 06:10:24+00:00,2025-03-27 13:12:58+00:00
elastic/elasticsearch,[CI] FileSettingsServiceIT testSettingsApplied failing,2025-03-14 05:38:58+00:00,
elastic/elasticsearch,[CI] DataStreamLifecycleServiceIT testAutomaticForceMerge failing,2025-03-14 05:33:31+00:00,2025-03-24 15:43:11+00:00
elastic/elasticsearch,[CI] OpenIdConnectAuthIT class failing,2025-03-14 05:20:25+00:00,
elastic/elasticsearch,[CI] ClassificationIT testDeleteExpiredData_RemovesUnusedState failing,2025-03-14 05:19:20+00:00,2025-04-07 14:55:23+00:00
elastic/elasticsearch,[CI] PropagateInlineEvalsTests testGroupingAliasingMoved_To_LeftSideOfJoin failing,2025-03-13 22:25:09+00:00,2025-03-14 17:45:33+00:00
elastic/elasticsearch,[CI] PropagateInlineEvalsTests testGroupingAliasingMoved_To_LeftSideOfJoin_WithExpression failing,2025-03-13 22:25:04+00:00,2025-03-14 17:45:33+00:00
elastic/elasticsearch,[CI] DataStreamAndIndexLifecycleMixingTests testUpdateIndexTemplateToDataStreamLifecyclePreference failing,2025-03-13 22:13:54+00:00,2025-03-26 11:51:20+00:00
elastic/elasticsearch,[CI] LogsdbIndexingRollingUpgradeIT testIndexing {upgradedNodes=1} failing,2025-03-13 21:53:15+00:00,2025-03-14 08:32:32+00:00
elastic/elasticsearch,[CI] LogsdbIndexingRollingUpgradeIT testIndexing {upgradedNodes=3} failing,2025-03-13 21:44:35+00:00,2025-03-14 08:32:32+00:00
elastic/elasticsearch,[CI] LogsdbIndexingRollingUpgradeIT testIndexing {upgradedNodes=2} failing,2025-03-13 21:44:27+00:00,2025-03-14 08:32:31+00:00
elastic/elasticsearch,[CI] MixedClusterEsqlSpecIT test {string.EndsWithLucenePushdownIgnoreMultivalues ASYNC} failing,2025-03-13 21:38:02+00:00,2025-03-14 10:51:45+00:00
elastic/elasticsearch,ESQL: Create an API for getting information for a specific running query,2025-03-13 21:37:47+00:00,
elastic/elasticsearch,ESQL: API for listing running queries,2025-03-13 21:27:12+00:00,2025-04-08 19:21:33+00:00
elastic/elasticsearch,[CI] MLModelDeploymentFullClusterRestartIT class failing,2025-03-13 21:14:42+00:00,
elastic/elasticsearch,ip_range ipv4 to ipv6 term query unexpected results,2025-03-13 18:00:42+00:00,
elastic/elasticsearch,ESQL: return number of docs/bytes read as part of the response,2025-03-13 16:57:16+00:00,
elastic/elasticsearch,elasticsearch-service-tokens utility creates file /etc/elasticsearch/service_tokens with wrong permissions under Ubuntu and perhaps other releases too),2025-03-13 16:15:43+00:00,
elastic/elasticsearch,ESQL: Simplify PropagateInlineEvals,2025-03-13 14:11:25+00:00,
elastic/elasticsearch,ESQL: InlineJoin (used for INLINESTATS) breaks a planning invariant,2025-03-13 14:02:43+00:00,
elastic/elasticsearch,ESQL: Make INLINESTATS work in CCQ,2025-03-13 13:45:15+00:00,
elastic/elasticsearch,ESQL: Keep readers open for second phase of INLINESTATS' execution,2025-03-13 13:43:13+00:00,
elastic/elasticsearch,[CI] MixedClusterEsqlSpecIT test {string.EndsWithLucenePushdownIgnoreMultivalues SYNC} failing,2025-03-13 13:38:01+00:00,2025-03-14 10:50:51+00:00
elastic/elasticsearch,ESQL: Make INLINESTATS properly track memory of data passed between phases,2025-03-13 13:37:46+00:00,
elastic/elasticsearch,"ESQL: For INLINEJOIN, push down INLINEJOIN to data nodes when it makes sense",2025-03-13 13:31:15+00:00,
elastic/elasticsearch,ESQL: INLINESTATS with per-agg WHERE,2025-03-13 13:17:14+00:00,
elastic/elasticsearch,ESQL: INLINESTATS with union types,2025-03-13 11:03:28+00:00,
elastic/elasticsearch,ESQL: Ensure we fail nicely for invalid INLINESTATS queries,2025-03-13 10:58:33+00:00,
elastic/elasticsearch,ESQL: Support CHANGE_POINT ... BY,2025-03-13 10:54:13+00:00,
elastic/elasticsearch,ESQL: Essential optimizations for INLINESTATS,2025-03-13 10:38:11+00:00,
elastic/elasticsearch,ESQL: Increase test coverage for INLINESTATS,2025-03-13 10:30:59+00:00,
elastic/elasticsearch,ESQL: Ensure good docs coverage for INLINESTATS,2025-03-13 10:11:28+00:00,
elastic/elasticsearch,ESQL: INLINESTATS with CATEGORIZE in the BY clause,2025-03-13 10:07:21+00:00,
elastic/elasticsearch,ESQL: Enable multiple INLINESTATS + remaining tests,2025-03-13 09:52:53+00:00,
elastic/elasticsearch,[CI] MultiClusterSpecIT test {string.EndsWithLucenePushdownIgnoreMultivalues} failing,2025-03-13 05:41:20+00:00,2025-03-14 10:50:50+00:00
elastic/elasticsearch,[CI] ExponentiallyWeightedMovingRateTests testEwmr_threadSafe failing,2025-03-13 05:40:45+00:00,2025-03-27 16:58:00+00:00
elastic/elasticsearch,Feature Request: Add Dry-Run for Snapshot Restore in Kibana,2025-03-13 05:12:56+00:00,2025-03-13 05:15:38+00:00
elastic/elasticsearch,[CI] CoreWithMultipleProjectsClientYamlTestSuiteIT test {yaml=search.vectors/41_knn_search_byte_quantized/kNN search plus query} failing,2025-03-12 23:23:41+00:00,
elastic/elasticsearch,[CI] RestSqlMultinodeIT class failing,2025-03-12 21:21:59+00:00,2025-03-13 12:27:55+00:00
elastic/elasticsearch,`lat_long` anomaly job function produces incorrect results,2025-03-12 20:58:08+00:00,
elastic/elasticsearch,ESQL: Load from _source if a field was `ignore_above`-ed,2025-03-12 20:35:41+00:00,
elastic/elasticsearch,[CI] IOUtilsTests initializationError failing,2025-03-12 20:34:26+00:00,2025-03-13 12:19:22+00:00
elastic/elasticsearch,[ML] Elser inference service mode_version not converted to model_id,2025-03-12 19:37:26+00:00,2025-03-13 17:54:13+00:00
elastic/elasticsearch,[CI] IOUtilsTests testSyncWithLinksThrowExceptionWhenDestinationIsNotWritable failing,2025-03-12 18:19:09+00:00,2025-03-13 10:59:24+00:00
elastic/elasticsearch,[CI] DocsClientYamlTestSuiteIT class failing,2025-03-12 17:35:13+00:00,2025-03-13 12:13:53+00:00
elastic/elasticsearch,Provide information about the specific functionality used when creating a specific index,2025-03-12 17:09:13+00:00,
elastic/elasticsearch,Scaling EsExecutors with core size 0 might starve work due to missing workers,2025-03-12 16:49:11+00:00,2025-03-16 16:42:48+00:00
elastic/elasticsearch,Reindexing Follower Indices fails,2025-03-12 16:13:08+00:00,
elastic/elasticsearch,ES|QL INLINESTATS after STATS optimized incorrectly,2025-03-12 14:58:32+00:00,2025-03-13 09:54:29+00:00
elastic/elasticsearch,Configure max number of allocations per node,2025-03-12 14:57:17+00:00,
elastic/elasticsearch,ES|QL Full Text Functions benchmarking,2025-03-12 13:59:52+00:00,2025-03-21 15:11:15+00:00
elastic/elasticsearch,[CI] GoogleCloudStorageBlobContainerStatsTests testResumableWrite failing,2025-03-12 13:39:30+00:00,2025-03-12 21:10:53+00:00
elastic/elasticsearch,[CI] MixedClusterEsqlSpecIT test {string.LucenePushdownMultipleIndices SYNC} failing,2025-03-12 13:37:52+00:00,2025-03-12 15:05:09+00:00
elastic/elasticsearch,[CI] MixedClusterEsqlSpecIT test {string.LucenePushdownMultipleOr SYNC} failing,2025-03-12 13:37:48+00:00,2025-03-12 15:04:57+00:00
